Kommunenummer	Stadnamn	Prioritet	Kommune	Fylke	Nynorsk	Bokmål	Engelsk
434	Elgå	50	Engerdal	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Engerdal/Elgå/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Engerdal/Elgå/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Engerdal/Elgå/varsel.xml
434	Sømådal	50	Engerdal	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Engerdal/Sømådal/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Engerdal/Sømådal/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Engerdal/Sømådal/varsel.xml
436	Tolga	30	Tolga	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Tolga/Tolga/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Tolga/Tolga/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Tolga/Tolga/varsel.xml
436	Hodalen	60	Tolga	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Tolga/Hodalen/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Tolga/Hodalen/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Tolga/Hodalen/varsel.xml
436	Raudsjøen	60	Tolga	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Tolga/Raudsjøen/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Tolga/Raudsjøen/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Tolga/Raudsjøen/varsel.xml
436	Vingelen	50	Tolga	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Tolga/Vingelen/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Tolga/Vingelen/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Tolga/Vingelen/varsel.xml
436	Øversjødalen	50	Tolga	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Tolga/Øversjødalen/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Tolga/Øversjødalen/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Tolga/Øversjødalen/varsel.xml
437	Tynset	25	Tynset	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Tynset/Tynset/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Tynset/Tynset/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Tynset/Tynset/varsel.xml
437	Brydalen	60	Tynset	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Tynset/Brydalen/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Tynset/Brydalen/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Tynset/Brydalen/varsel.xml
437	Fåset	60	Tynset	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Tynset/Fåset/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Tynset/Fåset/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Tynset/Fåset/varsel.xml
437	Kvikneskogen	50	Tynset	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Tynset/Kvikneskogen/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Tynset/Kvikneskogen/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Tynset/Kvikneskogen/varsel.xml
437	Tylldalen	50	Tynset	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Tynset/Tylldalen/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Tynset/Tylldalen/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Tynset/Tylldalen/varsel.xml
438	Alvdal	25	Alvdal	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Alvdal/Alvdal/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Alvdal/Alvdal/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Alvdal/Alvdal/varsel.xml
438	Haustsjøen	60	Alvdal	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Alvdal/Haustsjøen/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Alvdal/Haustsjøen/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Alvdal/Haustsjøen/varsel.xml
438	Holmsjøen	60	Alvdal	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Alvdal/Holmsjøen/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Alvdal/Holmsjøen/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Alvdal/Holmsjøen/varsel.xml
438	Plassen	60	Alvdal	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Alvdal/Plassen/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Alvdal/Plassen/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Alvdal/Plassen/varsel.xml
438	Savalen	60	Alvdal	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Alvdal/Savalen/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Alvdal/Savalen/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Alvdal/Savalen/varsel.xml
439	Folldal	30	Folldal	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Folldal/Folldal/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Folldal/Folldal/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Folldal/Folldal/varsel.xml
439	Gruvsætrin	60	Folldal	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Folldal/Gruvsætrin/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Folldal/Gruvsætrin/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Folldal/Gruvsætrin/varsel.xml
439	Kakelldalen	60	Folldal	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Folldal/Kakelldalen/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Folldal/Kakelldalen/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Folldal/Kakelldalen/varsel.xml
439	Dalholen	50	Folldal	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Folldal/Dalholen/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Folldal/Dalholen/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Folldal/Dalholen/varsel.xml
439	Grimsbu	50	Folldal	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Folldal/Grimsbu/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Folldal/Grimsbu/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Folldal/Grimsbu/varsel.xml
441	Os	30	Os	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Os/Os/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Os/Os/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Os/Os/varsel.xml
441	Narbuvoll	60	Os	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Os/Narbuvoll/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Os/Narbuvoll/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Os/Narbuvoll/varsel.xml
441	Narjordet	60	Os	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Os/Narjordet/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Os/Narjordet/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Os/Narjordet/varsel.xml
441	Håmålvoll	50	Os	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Os/Håmålvoll/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Os/Håmålvoll/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Os/Håmålvoll/varsel.xml
441	Tufsingdalen	50	Os	Hedmark	http://www.yr.no/stad/Noreg/Hedmark/Os/Tufsingdalen/varsel.xml	http://www.yr.no/sted/Norge/Hedmark/Os/Tufsingdalen/varsel.xml	http://www.yr.no/place/Norway/Hedmark/Os/Tufsingdalen/varsel.xml
501	Lillehammer	25	Lillehammer	Oppland	http://www.yr.no/stad/Noreg/Oppland/Lillehammer/Lillehammer/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Lillehammer/Lillehammer/varsel.xml	http://www.yr.no/place/Norway/Oppland/Lillehammer/Lillehammer/varsel.xml
501	Gausa	60	Lillehammer	Oppland	http://www.yr.no/stad/Noreg/Oppland/Lillehammer/Gausa/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Lillehammer/Gausa/varsel.xml	http://www.yr.no/place/Norway/Oppland/Lillehammer/Gausa/varsel.xml
501	Saksumsdal	60	Lillehammer	Oppland	http://www.yr.no/stad/Noreg/Oppland/Lillehammer/Saksumsdal/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Lillehammer/Saksumsdal/varsel.xml	http://www.yr.no/place/Norway/Oppland/Lillehammer/Saksumsdal/varsel.xml
501	Fåberg	50	Lillehammer	Oppland	http://www.yr.no/stad/Noreg/Oppland/Lillehammer/Fåberg/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Lillehammer/Fåberg/varsel.xml	http://www.yr.no/place/Norway/Oppland/Lillehammer/Fåberg/varsel.xml
501	Vingrom	50	Lillehammer	Oppland	http://www.yr.no/stad/Noreg/Oppland/Lillehammer/Vingrom/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Lillehammer/Vingrom/varsel.xml	http://www.yr.no/place/Norway/Oppland/Lillehammer/Vingrom/varsel.xml
502	Gjøvik	25	Gjøvik	Oppland	http://www.yr.no/stad/Noreg/Oppland/Gjøvik/Gjøvik/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Gjøvik/Gjøvik/varsel.xml	http://www.yr.no/place/Norway/Oppland/Gjøvik/Gjøvik/varsel.xml
502	Biri	50	Gjøvik	Oppland	http://www.yr.no/stad/Noreg/Oppland/Gjøvik/Biri/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Gjøvik/Biri/varsel.xml	http://www.yr.no/place/Norway/Oppland/Gjøvik/Biri/varsel.xml
502	Biristrand	50	Gjøvik	Oppland	http://www.yr.no/stad/Noreg/Oppland/Gjøvik/Biristrand/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Gjøvik/Biristrand/varsel.xml	http://www.yr.no/place/Norway/Oppland/Gjøvik/Biristrand/varsel.xml
502	Hunndalen	50	Gjøvik	Oppland	http://www.yr.no/stad/Noreg/Oppland/Gjøvik/Hunndalen/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Gjøvik/Hunndalen/varsel.xml	http://www.yr.no/place/Norway/Oppland/Gjøvik/Hunndalen/varsel.xml
502	Snertingdal	50	Gjøvik	Oppland	http://www.yr.no/stad/Noreg/Oppland/Gjøvik/Snertingdal/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Gjøvik/Snertingdal/varsel.xml	http://www.yr.no/place/Norway/Oppland/Gjøvik/Snertingdal/varsel.xml
511	Dovre	25	Dovre	Oppland	http://www.yr.no/stad/Noreg/Oppland/Dovre/Dovre/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Dovre/Dovre/varsel.xml	http://www.yr.no/place/Norway/Oppland/Dovre/Dovre/varsel.xml
511	Fokstugu	40	Dovre	Oppland	http://www.yr.no/stad/Noreg/Oppland/Dovre/Fokstugu/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Dovre/Fokstugu/varsel.xml	http://www.yr.no/place/Norway/Oppland/Dovre/Fokstugu/varsel.xml
511	Dombås	50	Dovre	Oppland	http://www.yr.no/stad/Noreg/Oppland/Dovre/Dombås/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Dovre/Dombås/varsel.xml	http://www.yr.no/place/Norway/Oppland/Dovre/Dombås/varsel.xml
511	Dovreskogen	50	Dovre	Oppland	http://www.yr.no/stad/Noreg/Oppland/Dovre/Dovreskogen/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Dovre/Dovreskogen/varsel.xml	http://www.yr.no/place/Norway/Oppland/Dovre/Dovreskogen/varsel.xml
511	Hjerkinn	50	Dovre	Oppland	http://www.yr.no/stad/Noreg/Oppland/Dovre/Hjerkinn/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Dovre/Hjerkinn/varsel.xml	http://www.yr.no/place/Norway/Oppland/Dovre/Hjerkinn/varsel.xml
512	Lesja	30	Lesja	Oppland	http://www.yr.no/stad/Noreg/Oppland/Lesja/Lesja/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Lesja/Lesja/varsel.xml	http://www.yr.no/place/Norway/Oppland/Lesja/Lesja/varsel.xml
512	Kjøremsgrende	40	Lesja	Oppland	http://www.yr.no/stad/Noreg/Oppland/Lesja/Kjøremsgrende/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Lesja/Kjøremsgrende/varsel.xml	http://www.yr.no/place/Norway/Oppland/Lesja/Kjøremsgrende/varsel.xml
512	Bjorli	50	Lesja	Oppland	http://www.yr.no/stad/Noreg/Oppland/Lesja/Bjorli/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Lesja/Bjorli/varsel.xml	http://www.yr.no/place/Norway/Oppland/Lesja/Bjorli/varsel.xml
512	Lesjaskog	50	Lesja	Oppland	http://www.yr.no/stad/Noreg/Oppland/Lesja/Lesjaskog/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Lesja/Lesjaskog/varsel.xml	http://www.yr.no/place/Norway/Oppland/Lesja/Lesjaskog/varsel.xml
512	Lora	50	Lesja	Oppland	http://www.yr.no/stad/Noreg/Oppland/Lesja/Lora/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Lesja/Lora/varsel.xml	http://www.yr.no/place/Norway/Oppland/Lesja/Lora/varsel.xml
513	Bismo	30	Skjåk	Oppland	http://www.yr.no/stad/Noreg/Oppland/Skjåk/Bismo/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Skjåk/Bismo/varsel.xml	http://www.yr.no/place/Norway/Oppland/Skjåk/Bismo/varsel.xml
513	Dørtjørnin	60	Skjåk	Oppland	http://www.yr.no/stad/Noreg/Oppland/Skjåk/Dørtjørnin/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Skjåk/Dørtjørnin/varsel.xml	http://www.yr.no/place/Norway/Oppland/Skjåk/Dørtjørnin/varsel.xml
513	Sota sæter	60	Skjåk	Oppland	http://www.yr.no/stad/Noreg/Oppland/Skjåk/Sota_sæter/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Skjåk/Sota_sæter/varsel.xml	http://www.yr.no/place/Norway/Oppland/Skjåk/Sota_sæter/varsel.xml
513	Grotli	50	Skjåk	Oppland	http://www.yr.no/stad/Noreg/Oppland/Skjåk/Grotli/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Skjåk/Grotli/varsel.xml	http://www.yr.no/place/Norway/Oppland/Skjåk/Grotli/varsel.xml
513	Nordberg	50	Skjåk	Oppland	http://www.yr.no/stad/Noreg/Oppland/Skjåk/Nordberg/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Skjåk/Nordberg/varsel.xml	http://www.yr.no/place/Norway/Oppland/Skjåk/Nordberg/varsel.xml
514	Fossbergom	30	Lom	Oppland	http://www.yr.no/stad/Noreg/Oppland/Lom/Fossbergom/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Lom/Fossbergom/varsel.xml	http://www.yr.no/place/Norway/Oppland/Lom/Fossbergom/varsel.xml
514	Juvasshytta	60	Lom	Oppland	http://www.yr.no/stad/Noreg/Oppland/Lom/Juvasshytta/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Lom/Juvasshytta/varsel.xml	http://www.yr.no/place/Norway/Oppland/Lom/Juvasshytta/varsel.xml
514	Sognefjellhytta	30	Lom	Oppland	http://www.yr.no/stad/Noreg/Oppland/Lom/Sognefjellhytta/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Lom/Sognefjellhytta/varsel.xml	http://www.yr.no/place/Norway/Oppland/Lom/Sognefjellhytta/varsel.xml
514	Bøverdalen	50	Lom	Oppland	http://www.yr.no/stad/Noreg/Oppland/Lom/Bøverdalen/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Lom/Bøverdalen/varsel.xml	http://www.yr.no/place/Norway/Oppland/Lom/Bøverdalen/varsel.xml
514	Garmo	50	Lom	Oppland	http://www.yr.no/stad/Noreg/Oppland/Lom/Garmo/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Lom/Garmo/varsel.xml	http://www.yr.no/place/Norway/Oppland/Lom/Garmo/varsel.xml
515	Vågåmo	30	Vågå	Oppland	http://www.yr.no/stad/Noreg/Oppland/Vågå/Vågåmo/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Vågå/Vågåmo/varsel.xml	http://www.yr.no/place/Norway/Oppland/Vågå/Vågåmo/varsel.xml
515	Brennum	60	Vågå	Oppland	http://www.yr.no/stad/Noreg/Oppland/Vågå/Brennum/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Vågå/Brennum/varsel.xml	http://www.yr.no/place/Norway/Oppland/Vågå/Brennum/varsel.xml
515	Krossdalen	60	Vågå	Oppland	http://www.yr.no/stad/Noreg/Oppland/Vågå/Krossdalen/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Vågå/Krossdalen/varsel.xml	http://www.yr.no/place/Norway/Oppland/Vågå/Krossdalen/varsel.xml
515	Lalm	50	Vågå	Oppland	http://www.yr.no/stad/Noreg/Oppland/Vågå/Lalm/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Vågå/Lalm/varsel.xml	http://www.yr.no/place/Norway/Oppland/Vågå/Lalm/varsel.xml
515	Tessand	50	Vågå	Oppland	http://www.yr.no/stad/Noreg/Oppland/Vågå/Tessand/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Vågå/Tessand/varsel.xml	http://www.yr.no/place/Norway/Oppland/Vågå/Tessand/varsel.xml
516	Vinstra	30	Nord-Fron	Oppland	http://www.yr.no/stad/Noreg/Oppland/Nord-Fron/Vinstra/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Nord-Fron/Vinstra/varsel.xml	http://www.yr.no/place/Norway/Oppland/Nord-Fron/Vinstra/varsel.xml
516	Sødorp	60	Nord-Fron	Oppland	http://www.yr.no/stad/Noreg/Oppland/Nord-Fron/Sødorp/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Nord-Fron/Sødorp/varsel.xml	http://www.yr.no/place/Norway/Oppland/Nord-Fron/Sødorp/varsel.xml
516	Bukkebu	60	Nord-Fron	Oppland	http://www.yr.no/stad/Noreg/Oppland/Nord-Fron/Bukkebu/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Nord-Fron/Bukkebu/varsel.xml	http://www.yr.no/place/Norway/Oppland/Nord-Fron/Bukkebu/varsel.xml
516	Kvam	50	Nord-Fron	Oppland	http://www.yr.no/stad/Noreg/Oppland/Nord-Fron/Kvam/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Nord-Fron/Kvam/varsel.xml	http://www.yr.no/place/Norway/Oppland/Nord-Fron/Kvam/varsel.xml
516	Skåbu	50	Nord-Fron	Oppland	http://www.yr.no/stad/Noreg/Oppland/Nord-Fron/Skåbu/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Nord-Fron/Skåbu/varsel.xml	http://www.yr.no/place/Norway/Oppland/Nord-Fron/Skåbu/varsel.xml
517	Otta	25	Sel	Oppland	http://www.yr.no/stad/Noreg/Oppland/Sel/Otta/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Sel/Otta/varsel.xml	http://www.yr.no/place/Norway/Oppland/Sel/Otta/varsel.xml
517	Sjoa	60	Sel	Oppland	http://www.yr.no/stad/Noreg/Oppland/Sel/Sjoa/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Sel/Sjoa/varsel.xml	http://www.yr.no/place/Norway/Oppland/Sel/Sjoa/varsel.xml
517	Heidal	50	Sel	Oppland	http://www.yr.no/stad/Noreg/Oppland/Sel/Heidal/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Sel/Heidal/varsel.xml	http://www.yr.no/place/Norway/Oppland/Sel/Heidal/varsel.xml
517	Mysusæter	50	Sel	Oppland	http://www.yr.no/stad/Noreg/Oppland/Sel/Mysusæter/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Sel/Mysusæter/varsel.xml	http://www.yr.no/place/Norway/Oppland/Sel/Mysusæter/varsel.xml
517	Sel	50	Sel	Oppland	http://www.yr.no/stad/Noreg/Oppland/Sel/Sel/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Sel/Sel/varsel.xml	http://www.yr.no/place/Norway/Oppland/Sel/Sel/varsel.xml
519	Hundorp	30	Sør-Fron	Oppland	http://www.yr.no/stad/Noreg/Oppland/Sør-Fron/Hundorp/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Sør-Fron/Hundorp/varsel.xml	http://www.yr.no/place/Norway/Oppland/Sør-Fron/Hundorp/varsel.xml
519	Eldå	60	Sør-Fron	Oppland	http://www.yr.no/stad/Noreg/Oppland/Sør-Fron/Eldå/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Sør-Fron/Eldå/varsel.xml	http://www.yr.no/place/Norway/Oppland/Sør-Fron/Eldå/varsel.xml
519	Lauvåsen	60	Sør-Fron	Oppland	http://www.yr.no/stad/Noreg/Oppland/Sør-Fron/Lauvåsen/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Sør-Fron/Lauvåsen/varsel.xml	http://www.yr.no/place/Norway/Oppland/Sør-Fron/Lauvåsen/varsel.xml
519	Espedalen	50	Sør-Fron	Oppland	http://www.yr.no/stad/Noreg/Oppland/Sør-Fron/Espedalen/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Sør-Fron/Espedalen/varsel.xml	http://www.yr.no/place/Norway/Oppland/Sør-Fron/Espedalen/varsel.xml
519	Gålå	50	Sør-Fron	Oppland	http://www.yr.no/stad/Noreg/Oppland/Sør-Fron/Gålå/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Sør-Fron/Gålå/varsel.xml	http://www.yr.no/place/Norway/Oppland/Sør-Fron/Gålå/varsel.xml
520	Ringebu	30	Ringebu	Oppland	http://www.yr.no/stad/Noreg/Oppland/Ringebu/Ringebu/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Ringebu/Ringebu/varsel.xml	http://www.yr.no/place/Norway/Oppland/Ringebu/Ringebu/varsel.xml
520	Gullhaugsætra	60	Ringebu	Oppland	http://www.yr.no/stad/Noreg/Oppland/Ringebu/Gullhaugsætra/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Ringebu/Gullhaugsætra/varsel.xml	http://www.yr.no/place/Norway/Oppland/Ringebu/Gullhaugsætra/varsel.xml
520	Kvitfjell	40	Ringebu	Oppland	http://www.yr.no/stad/Noreg/Oppland/Ringebu/Kvitfjell/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Ringebu/Kvitfjell/varsel.xml	http://www.yr.no/place/Norway/Oppland/Ringebu/Kvitfjell/varsel.xml
520	Fåvang	50	Ringebu	Oppland	http://www.yr.no/stad/Noreg/Oppland/Ringebu/Fåvang/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Ringebu/Fåvang/varsel.xml	http://www.yr.no/place/Norway/Oppland/Ringebu/Fåvang/varsel.xml
520	Venabygd	50	Ringebu	Oppland	http://www.yr.no/stad/Noreg/Oppland/Ringebu/Venabygd/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Ringebu/Venabygd/varsel.xml	http://www.yr.no/place/Norway/Oppland/Ringebu/Venabygd/varsel.xml
521	Tretten	30	Øyer	Oppland	http://www.yr.no/stad/Noreg/Oppland/Øyer/Tretten/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Øyer/Tretten/varsel.xml	http://www.yr.no/place/Norway/Oppland/Øyer/Tretten/varsel.xml
521	Holmsætra	60	Øyer	Oppland	http://www.yr.no/stad/Noreg/Oppland/Øyer/Holmsætra/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Øyer/Holmsætra/varsel.xml	http://www.yr.no/place/Norway/Oppland/Øyer/Holmsætra/varsel.xml
521	Granrudmoen	60	Øyer	Oppland	http://www.yr.no/stad/Noreg/Oppland/Øyer/Granrudmoen/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Øyer/Granrudmoen/varsel.xml	http://www.yr.no/place/Norway/Oppland/Øyer/Granrudmoen/varsel.xml
521	Vålsjøen	60	Øyer	Oppland	http://www.yr.no/stad/Noreg/Oppland/Øyer/Vålsjøen/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Øyer/Vålsjøen/varsel.xml	http://www.yr.no/place/Norway/Oppland/Øyer/Vålsjøen/varsel.xml
521	Øyer	50	Øyer	Oppland	http://www.yr.no/stad/Noreg/Oppland/Øyer/Øyer/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Øyer/Øyer/varsel.xml	http://www.yr.no/place/Norway/Oppland/Øyer/Øyer/varsel.xml
522	Smedpersætra	30	Gausdal	Oppland	http://www.yr.no/stad/Noreg/Oppland/Gausdal/Smedpersætra/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Gausdal/Smedpersætra/varsel.xml	http://www.yr.no/place/Norway/Oppland/Gausdal/Smedpersætra/varsel.xml
522	Follebu	50	Gausdal	Oppland	http://www.yr.no/stad/Noreg/Oppland/Gausdal/Follebu/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Gausdal/Follebu/varsel.xml	http://www.yr.no/place/Norway/Oppland/Gausdal/Follebu/varsel.xml
522	Svatsum	50	Gausdal	Oppland	http://www.yr.no/stad/Noreg/Oppland/Gausdal/Svatsum/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Gausdal/Svatsum/varsel.xml	http://www.yr.no/place/Norway/Oppland/Gausdal/Svatsum/varsel.xml
522	Svingvoll	50	Gausdal	Oppland	http://www.yr.no/stad/Noreg/Oppland/Gausdal/Svingvoll/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Gausdal/Svingvoll/varsel.xml	http://www.yr.no/place/Norway/Oppland/Gausdal/Svingvoll/varsel.xml
522	Vestre Gausdal	50	Gausdal	Oppland	http://www.yr.no/stad/Noreg/Oppland/Gausdal/Vestre_Gausdal/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Gausdal/Vestre_Gausdal/varsel.xml	http://www.yr.no/place/Norway/Oppland/Gausdal/Vestre_Gausdal/varsel.xml
528	Lena	30	Østre Toten	Oppland	http://www.yr.no/stad/Noreg/Oppland/Østre Toten/Lena/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Østre Toten/Lena/varsel.xml	http://www.yr.no/place/Norway/Oppland/Østre Toten/Lena/varsel.xml
528	Høversjøen	60	Østre Toten	Oppland	http://www.yr.no/stad/Noreg/Oppland/Østre Toten/Høversjøen/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Østre Toten/Høversjøen/varsel.xml	http://www.yr.no/place/Norway/Oppland/Østre Toten/Høversjøen/varsel.xml
528	Kapp	50	Østre Toten	Oppland	http://www.yr.no/stad/Noreg/Oppland/Østre Toten/Kapp/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Østre Toten/Kapp/varsel.xml	http://www.yr.no/place/Norway/Oppland/Østre Toten/Kapp/varsel.xml
528	Kolbu	50	Østre Toten	Oppland	http://www.yr.no/stad/Noreg/Oppland/Østre Toten/Kolbu/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Østre Toten/Kolbu/varsel.xml	http://www.yr.no/place/Norway/Oppland/Østre Toten/Kolbu/varsel.xml
528	Skreia	50	Østre Toten	Oppland	http://www.yr.no/stad/Noreg/Oppland/Østre Toten/Skreia/varsel.xml	http://www.yr.no/sted/Norge/Oppland/Østre Toten/Skreia/varsel.xml	http://www.yr.no/place/Norway/Oppland/Østre Toten/Skreia/varsel.xml
