Kommunenummer	Stadnamn	Prioritet	Kommune	Fylke	Nynorsk	Bokmål	Engelsk
101	Halden	25	Halden	Østfold	http://www.yr.no/stad/Noreg/Østfold/Halden/Halden/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Halden/Halden/varsel.xml	http://www.yr.no/place/Norway/Østfold/Halden/Halden/varsel.xml
101	Brekke Sluse	40	Halden	Østfold	http://www.yr.no/stad/Noreg/Østfold/Halden/Brekke_Sluse/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Halden/Brekke_Sluse/varsel.xml	http://www.yr.no/place/Norway/Østfold/Halden/Brekke_Sluse/varsel.xml
101	Prestebakke	40	Halden	Østfold	http://www.yr.no/stad/Noreg/Østfold/Halden/Prestebakke/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Halden/Prestebakke/varsel.xml	http://www.yr.no/place/Norway/Østfold/Halden/Prestebakke/varsel.xml
101	Berg	50	Halden	Østfold	http://www.yr.no/stad/Noreg/Østfold/Halden/Berg/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Halden/Berg/varsel.xml	http://www.yr.no/place/Norway/Østfold/Halden/Berg/varsel.xml
101	Sponvika	50	Halden	Østfold	http://www.yr.no/stad/Noreg/Østfold/Halden/Sponvika/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Halden/Sponvika/varsel.xml	http://www.yr.no/place/Norway/Østfold/Halden/Sponvika/varsel.xml
104	Moss	25	Moss	Østfold	http://www.yr.no/stad/Noreg/Østfold/Moss/Moss/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Moss/Moss/varsel.xml	http://www.yr.no/place/Norway/Østfold/Moss/Moss/varsel.xml
104	Bevøya	60	Moss	Østfold	http://www.yr.no/stad/Noreg/Østfold/Moss/Bevøya/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Moss/Bevøya/varsel.xml	http://www.yr.no/place/Norway/Østfold/Moss/Bevøya/varsel.xml
104	Dillingøya	60	Moss	Østfold	http://www.yr.no/stad/Noreg/Østfold/Moss/Dillingøya/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Moss/Dillingøya/varsel.xml	http://www.yr.no/place/Norway/Østfold/Moss/Dillingøya/varsel.xml
104	Kambo	60	Moss	Østfold	http://www.yr.no/stad/Noreg/Østfold/Moss/Kambo/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Moss/Kambo/varsel.xml	http://www.yr.no/place/Norway/Østfold/Moss/Kambo/varsel.xml
104	Gullholmen	40	Moss	Østfold	http://www.yr.no/stad/Noreg/Østfold/Moss/Gullholmen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Moss/Gullholmen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Moss/Gullholmen/varsel.xml
105	Sarpsborg	25	Sarpsborg	Østfold	http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Sarpsborg/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Sarpsborg/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Sarpsborg/varsel.xml
105	Greåker	50	Sarpsborg	Østfold	http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Greåker/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Greåker/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Greåker/varsel.xml
105	Hafslundsøy	50	Sarpsborg	Østfold	http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Hafslundsøy/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Hafslundsøy/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Hafslundsøy/varsel.xml
105	Skjeberg	50	Sarpsborg	Østfold	http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Skjeberg/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Skjeberg/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Skjeberg/varsel.xml
105	Yven	50	Sarpsborg	Østfold	http://www.yr.no/stad/Noreg/Østfold/Sarpsborg/Yven/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Sarpsborg/Yven/varsel.xml	http://www.yr.no/place/Norway/Østfold/Sarpsborg/Yven/varsel.xml
106	Fredrikstad	25	Fredrikstad	Østfold	http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Fredrikstad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Fredrikstad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Fredrikstad/varsel.xml
106	Strømtangen Fyr	40	Fredrikstad	Østfold	http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Strømtangen_Fyr/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Strømtangen_Fyr/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Strømtangen_Fyr/varsel.xml
106	Kråkerøy	50	Fredrikstad	Østfold	http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Kråkerøy/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Kråkerøy/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Kråkerøy/varsel.xml
106	Rolvsøy	50	Fredrikstad	Østfold	http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Rolvsøy/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Rolvsøy/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Rolvsøy/varsel.xml
106	Engelsviken	50	Fredrikstad	Østfold	http://www.yr.no/stad/Noreg/Østfold/Fredrikstad/Engelsviken/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Fredrikstad/Engelsviken/varsel.xml	http://www.yr.no/place/Norway/Østfold/Fredrikstad/Engelsviken/varsel.xml
111	Skjærhallen	30	Hvaler	Østfold	http://www.yr.no/stad/Noreg/Østfold/Hvaler/Skjærhallen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Hvaler/Skjærhallen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Hvaler/Skjærhallen/varsel.xml
111	Herføl	50	Hvaler	Østfold	http://www.yr.no/stad/Noreg/Østfold/Hvaler/Herføl/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Hvaler/Herføl/varsel.xml	http://www.yr.no/place/Norway/Østfold/Hvaler/Herføl/varsel.xml
111	Nedgården	50	Hvaler	Østfold	http://www.yr.no/stad/Noreg/Østfold/Hvaler/Nedgården/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Hvaler/Nedgården/varsel.xml	http://www.yr.no/place/Norway/Østfold/Hvaler/Nedgården/varsel.xml
111	Vesterøy	50	Hvaler	Østfold	http://www.yr.no/stad/Noreg/Østfold/Hvaler/Vesterøy/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Hvaler/Vesterøy/varsel.xml	http://www.yr.no/place/Norway/Østfold/Hvaler/Vesterøy/varsel.xml
111	Torbjørnskjær	60	Hvaler	Østfold	http://www.yr.no/stad/Noreg/Østfold/Hvaler/Torbjørnskjær/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Hvaler/Torbjørnskjær/varsel.xml	http://www.yr.no/place/Norway/Østfold/Hvaler/Torbjørnskjær/varsel.xml
118	Fossby	30	Aremark	Østfold	http://www.yr.no/stad/Noreg/Østfold/Aremark/Fossby/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Aremark/Fossby/varsel.xml	http://www.yr.no/place/Norway/Østfold/Aremark/Fossby/varsel.xml
118	Aspern	60	Aremark	Østfold	http://www.yr.no/stad/Noreg/Østfold/Aremark/Aspern/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Aremark/Aspern/varsel.xml	http://www.yr.no/place/Norway/Østfold/Aremark/Aspern/varsel.xml
118	Store Le	60	Aremark	Østfold	http://www.yr.no/stad/Noreg/Østfold/Aremark/Store_Le/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Aremark/Store_Le/varsel.xml	http://www.yr.no/place/Norway/Østfold/Aremark/Store_Le/varsel.xml
118	Strømsfoss	60	Aremark	Østfold	http://www.yr.no/stad/Noreg/Østfold/Aremark/Strømsfoss/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Aremark/Strømsfoss/varsel.xml	http://www.yr.no/place/Norway/Østfold/Aremark/Strømsfoss/varsel.xml
118	Trollhøgda	60	Aremark	Østfold	http://www.yr.no/stad/Noreg/Østfold/Aremark/Trollhøgda/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Aremark/Trollhøgda/varsel.xml	http://www.yr.no/place/Norway/Østfold/Aremark/Trollhøgda/varsel.xml
119	Ørje	30	Marker	Østfold	http://www.yr.no/stad/Noreg/Østfold/Marker/Ørje/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Marker/Ørje/varsel.xml	http://www.yr.no/place/Norway/Østfold/Marker/Ørje/varsel.xml
119	Klund	60	Marker	Østfold	http://www.yr.no/stad/Noreg/Østfold/Marker/Klund/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Marker/Klund/varsel.xml	http://www.yr.no/place/Norway/Østfold/Marker/Klund/varsel.xml
119	Rødenes	60	Marker	Østfold	http://www.yr.no/stad/Noreg/Østfold/Marker/Rødenes/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Marker/Rødenes/varsel.xml	http://www.yr.no/place/Norway/Østfold/Marker/Rødenes/varsel.xml
119	Øymark	60	Marker	Østfold	http://www.yr.no/stad/Noreg/Østfold/Marker/Øymark/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Marker/Øymark/varsel.xml	http://www.yr.no/place/Norway/Østfold/Marker/Øymark/varsel.xml
119	Otteid	50	Marker	Østfold	http://www.yr.no/stad/Noreg/Østfold/Marker/Otteid/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Marker/Otteid/varsel.xml	http://www.yr.no/place/Norway/Østfold/Marker/Otteid/varsel.xml
121	Rømskog	30	Rømskog	Østfold	http://www.yr.no/stad/Noreg/Østfold/Rømskog/Rømskog/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rømskog/Rømskog/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rømskog/Rømskog/varsel.xml
121	Røvasshøgda	60	Rømskog	Østfold	http://www.yr.no/stad/Noreg/Østfold/Rømskog/Røvasshøgda/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rømskog/Røvasshøgda/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rømskog/Røvasshøgda/varsel.xml
121	Slavasshøgda	60	Rømskog	Østfold	http://www.yr.no/stad/Noreg/Østfold/Rømskog/Slavasshøgda/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rømskog/Slavasshøgda/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rømskog/Slavasshøgda/varsel.xml
121	Trandumsætra	60	Rømskog	Østfold	http://www.yr.no/stad/Noreg/Østfold/Rømskog/Trandumsætra/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rømskog/Trandumsætra/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rømskog/Trandumsætra/varsel.xml
121	Trosterud	60	Rømskog	Østfold	http://www.yr.no/stad/Noreg/Østfold/Rømskog/Trosterud/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rømskog/Trosterud/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rømskog/Trosterud/varsel.xml
122	Trøgstad	30	Trøgstad	Østfold	http://www.yr.no/stad/Noreg/Østfold/Trøgstad/Trøgstad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Trøgstad/Trøgstad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Trøgstad/Trøgstad/varsel.xml
122	Heiås	60	Trøgstad	Østfold	http://www.yr.no/stad/Noreg/Østfold/Trøgstad/Heiås/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Trøgstad/Heiås/varsel.xml	http://www.yr.no/place/Norway/Østfold/Trøgstad/Heiås/varsel.xml
122	Mørkfoss	60	Trøgstad	Østfold	http://www.yr.no/stad/Noreg/Østfold/Trøgstad/Mørkfoss/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Trøgstad/Mørkfoss/varsel.xml	http://www.yr.no/place/Norway/Østfold/Trøgstad/Mørkfoss/varsel.xml
122	Skjønhaug	60	Trøgstad	Østfold	http://www.yr.no/stad/Noreg/Østfold/Trøgstad/Skjønhaug/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Trøgstad/Skjønhaug/varsel.xml	http://www.yr.no/place/Norway/Østfold/Trøgstad/Skjønhaug/varsel.xml
122	Båstad	50	Trøgstad	Østfold	http://www.yr.no/stad/Noreg/Østfold/Trøgstad/Båstad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Trøgstad/Båstad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Trøgstad/Båstad/varsel.xml
123	Spydeberg	30	Spydeberg	Østfold	http://www.yr.no/stad/Noreg/Østfold/Spydeberg/Spydeberg/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Spydeberg/Spydeberg/varsel.xml	http://www.yr.no/place/Norway/Østfold/Spydeberg/Spydeberg/varsel.xml
123	Heli	60	Spydeberg	Østfold	http://www.yr.no/stad/Noreg/Østfold/Spydeberg/Heli/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Spydeberg/Heli/varsel.xml	http://www.yr.no/place/Norway/Østfold/Spydeberg/Heli/varsel.xml
123	Hovin	60	Spydeberg	Østfold	http://www.yr.no/stad/Noreg/Østfold/Spydeberg/Hovin/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Spydeberg/Hovin/varsel.xml	http://www.yr.no/place/Norway/Østfold/Spydeberg/Hovin/varsel.xml
123	Mørk	60	Spydeberg	Østfold	http://www.yr.no/stad/Noreg/Østfold/Spydeberg/Mørk/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Spydeberg/Mørk/varsel.xml	http://www.yr.no/place/Norway/Østfold/Spydeberg/Mørk/varsel.xml
123	Tomter	60	Spydeberg	Østfold	http://www.yr.no/stad/Noreg/Østfold/Spydeberg/Tomter/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Spydeberg/Tomter/varsel.xml	http://www.yr.no/place/Norway/Østfold/Spydeberg/Tomter/varsel.xml
124	Askim	25	Askim	Østfold	http://www.yr.no/stad/Noreg/Østfold/Askim/Askim/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Askim/Askim/varsel.xml	http://www.yr.no/place/Norway/Østfold/Askim/Askim/varsel.xml
124	Kykkelsrud	60	Askim	Østfold	http://www.yr.no/stad/Noreg/Østfold/Askim/Kykkelsrud/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Askim/Kykkelsrud/varsel.xml	http://www.yr.no/place/Norway/Østfold/Askim/Kykkelsrud/varsel.xml
124	Langnes	60	Askim	Østfold	http://www.yr.no/stad/Noreg/Østfold/Askim/Langnes/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Askim/Langnes/varsel.xml	http://www.yr.no/place/Norway/Østfold/Askim/Langnes/varsel.xml
124	Solbergfoss	60	Askim	Østfold	http://www.yr.no/stad/Noreg/Østfold/Askim/Solbergfoss/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Askim/Solbergfoss/varsel.xml	http://www.yr.no/place/Norway/Østfold/Askim/Solbergfoss/varsel.xml
124	Vamma	60	Askim	Østfold	http://www.yr.no/stad/Noreg/Østfold/Askim/Vamma/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Askim/Vamma/varsel.xml	http://www.yr.no/place/Norway/Østfold/Askim/Vamma/varsel.xml
125	Mysen	30	Eidsberg	Østfold	http://www.yr.no/stad/Noreg/Østfold/Eidsberg/Mysen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Eidsberg/Mysen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Eidsberg/Mysen/varsel.xml
125	Trømborg	60	Eidsberg	Østfold	http://www.yr.no/stad/Noreg/Østfold/Eidsberg/Trømborg/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Eidsberg/Trømborg/varsel.xml	http://www.yr.no/place/Norway/Østfold/Eidsberg/Trømborg/varsel.xml
125	Eidsberg	50	Eidsberg	Østfold	http://www.yr.no/stad/Noreg/Østfold/Eidsberg/Eidsberg/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Eidsberg/Eidsberg/varsel.xml	http://www.yr.no/place/Norway/Østfold/Eidsberg/Eidsberg/varsel.xml
125	Hærland	50	Eidsberg	Østfold	http://www.yr.no/stad/Noreg/Østfold/Eidsberg/Hærland/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Eidsberg/Hærland/varsel.xml	http://www.yr.no/place/Norway/Østfold/Eidsberg/Hærland/varsel.xml
125	Slitu	50	Eidsberg	Østfold	http://www.yr.no/stad/Noreg/Østfold/Eidsberg/Slitu/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Eidsberg/Slitu/varsel.xml	http://www.yr.no/place/Norway/Østfold/Eidsberg/Slitu/varsel.xml
127	Meieribyen	30	Skiptvet	Østfold	http://www.yr.no/stad/Noreg/Østfold/Skiptvet/Meieribyen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Skiptvet/Meieribyen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Skiptvet/Meieribyen/varsel.xml
127	Glenne	60	Skiptvet	Østfold	http://www.yr.no/stad/Noreg/Østfold/Skiptvet/Glenne/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Skiptvet/Glenne/varsel.xml	http://www.yr.no/place/Norway/Østfold/Skiptvet/Glenne/varsel.xml
127	Laum	60	Skiptvet	Østfold	http://www.yr.no/stad/Noreg/Østfold/Skiptvet/Laum/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Skiptvet/Laum/varsel.xml	http://www.yr.no/place/Norway/Østfold/Skiptvet/Laum/varsel.xml
127	Onstad	60	Skiptvet	Østfold	http://www.yr.no/stad/Noreg/Østfold/Skiptvet/Onstad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Skiptvet/Onstad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Skiptvet/Onstad/varsel.xml
127	Vister	60	Skiptvet	Østfold	http://www.yr.no/stad/Noreg/Østfold/Skiptvet/Vister/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Skiptvet/Vister/varsel.xml	http://www.yr.no/place/Norway/Østfold/Skiptvet/Vister/varsel.xml
128	Rakkestad	30	Rakkestad	Østfold	http://www.yr.no/stad/Noreg/Østfold/Rakkestad/Rakkestad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rakkestad/Rakkestad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rakkestad/Rakkestad/varsel.xml
128	Os	60	Rakkestad	Østfold	http://www.yr.no/stad/Noreg/Østfold/Rakkestad/Os/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rakkestad/Os/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rakkestad/Os/varsel.xml
128	Gautestad	60	Rakkestad	Østfold	http://www.yr.no/stad/Noreg/Østfold/Rakkestad/Gautestad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rakkestad/Gautestad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rakkestad/Gautestad/varsel.xml
128	Skjekle	60	Rakkestad	Østfold	http://www.yr.no/stad/Noreg/Østfold/Rakkestad/Skjekle/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rakkestad/Skjekle/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rakkestad/Skjekle/varsel.xml
128	Degernes	50	Rakkestad	Østfold	http://www.yr.no/stad/Noreg/Østfold/Rakkestad/Degernes/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rakkestad/Degernes/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rakkestad/Degernes/varsel.xml
135	Karlshus	30	Råde	Østfold	http://www.yr.no/stad/Noreg/Østfold/Råde/Karlshus/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Råde/Karlshus/varsel.xml	http://www.yr.no/place/Norway/Østfold/Råde/Karlshus/varsel.xml
135	Tomb	60	Råde	Østfold	http://www.yr.no/stad/Noreg/Østfold/Råde/Tomb/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Råde/Tomb/varsel.xml	http://www.yr.no/place/Norway/Østfold/Råde/Tomb/varsel.xml
135	Spetalen	60	Råde	Østfold	http://www.yr.no/stad/Noreg/Østfold/Råde/Spetalen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Råde/Spetalen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Råde/Spetalen/varsel.xml
135	Store Sletter	60	Råde	Østfold	http://www.yr.no/stad/Noreg/Østfold/Råde/Store_Sletter/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Råde/Store_Sletter/varsel.xml	http://www.yr.no/place/Norway/Østfold/Råde/Store_Sletter/varsel.xml
135	Saltnes	50	Råde	Østfold	http://www.yr.no/stad/Noreg/Østfold/Råde/Saltnes/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Råde/Saltnes/varsel.xml	http://www.yr.no/place/Norway/Østfold/Råde/Saltnes/varsel.xml
136	Rygge	30	Rygge	Østfold	http://www.yr.no/stad/Noreg/Østfold/Rygge/Rygge/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rygge/Rygge/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rygge/Rygge/varsel.xml
136	Dilling	50	Rygge	Østfold	http://www.yr.no/stad/Noreg/Østfold/Rygge/Dilling/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rygge/Dilling/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rygge/Dilling/varsel.xml
136	Larkollen	50	Rygge	Østfold	http://www.yr.no/stad/Noreg/Østfold/Rygge/Larkollen/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rygge/Larkollen/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rygge/Larkollen/varsel.xml
136	Rygge	50	Rygge	Østfold	http://www.yr.no/stad/Noreg/Østfold/Rygge/Rygge/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rygge/Rygge/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rygge/Rygge/varsel.xml
136	Rygge	50	Rygge	Østfold	http://www.yr.no/stad/Noreg/Østfold/Rygge/Rygge/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Rygge/Rygge/varsel.xml	http://www.yr.no/place/Norway/Østfold/Rygge/Rygge/varsel.xml
137	Kirkebygda	30	Våler	Østfold	http://www.yr.no/stad/Noreg/Østfold/Våler/Kirkebygda/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Våler/Kirkebygda/varsel.xml	http://www.yr.no/place/Norway/Østfold/Våler/Kirkebygda/varsel.xml
137	Kjersund	60	Våler	Østfold	http://www.yr.no/stad/Noreg/Østfold/Våler/Kjersund/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Våler/Kjersund/varsel.xml	http://www.yr.no/place/Norway/Østfold/Våler/Kjersund/varsel.xml
137	Veidal	60	Våler	Østfold	http://www.yr.no/stad/Noreg/Østfold/Våler/Veidal/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Våler/Veidal/varsel.xml	http://www.yr.no/place/Norway/Østfold/Våler/Veidal/varsel.xml
137	Sperrebotn	50	Våler	Østfold	http://www.yr.no/stad/Noreg/Østfold/Våler/Sperrebotn/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Våler/Sperrebotn/varsel.xml	http://www.yr.no/place/Norway/Østfold/Våler/Sperrebotn/varsel.xml
137	Svinndal	50	Våler	Østfold	http://www.yr.no/stad/Noreg/Østfold/Våler/Svinndal/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Våler/Svinndal/varsel.xml	http://www.yr.no/place/Norway/Østfold/Våler/Svinndal/varsel.xml
138	Elvestad	30	Hobøl	Østfold	http://www.yr.no/stad/Noreg/Østfold/Hobøl/Elvestad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Hobøl/Elvestad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Hobøl/Elvestad/varsel.xml
138	Knapstad	60	Hobøl	Østfold	http://www.yr.no/stad/Noreg/Østfold/Hobøl/Knapstad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Hobøl/Knapstad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Hobøl/Knapstad/varsel.xml
138	Ringvoll	60	Hobøl	Østfold	http://www.yr.no/stad/Noreg/Østfold/Hobøl/Ringvoll/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Hobøl/Ringvoll/varsel.xml	http://www.yr.no/place/Norway/Østfold/Hobøl/Ringvoll/varsel.xml
138	Knapstad	50	Hobøl	Østfold	http://www.yr.no/stad/Noreg/Østfold/Hobøl/Knapstad/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Hobøl/Knapstad/varsel.xml	http://www.yr.no/place/Norway/Østfold/Hobøl/Knapstad/varsel.xml
138	Tomter	50	Hobøl	Østfold	http://www.yr.no/stad/Noreg/Østfold/Hobøl/Tomter/varsel.xml	http://www.yr.no/sted/Norge/Østfold/Hobøl/Tomter/varsel.xml	http://www.yr.no/place/Norway/Østfold/Hobøl/Tomter/varsel.xml
211	Vestby	30	Vestby	Akershus	http://www.yr.no/stad/Noreg/Akershus/Vestby/Vestby/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Vestby/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Vestby/varsel.xml
211	Garder	60	Vestby	Akershus	http://www.yr.no/stad/Noreg/Akershus/Vestby/Garder/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Garder/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Garder/varsel.xml
211	Hvitsten	50	Vestby	Akershus	http://www.yr.no/stad/Noreg/Akershus/Vestby/Hvitsten/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Hvitsten/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Hvitsten/varsel.xml
211	Hølen	50	Vestby	Akershus	http://www.yr.no/stad/Noreg/Akershus/Vestby/Hølen/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Hølen/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Hølen/varsel.xml
211	Son	50	Vestby	Akershus	http://www.yr.no/stad/Noreg/Akershus/Vestby/Son/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Vestby/Son/varsel.xml	http://www.yr.no/place/Norway/Akershus/Vestby/Son/varsel.xml
213	Ski	25	Ski	Akershus	http://www.yr.no/stad/Noreg/Akershus/Ski/Ski/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ski/Ski/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ski/Ski/varsel.xml
213	Kråkstad	50	Ski	Akershus	http://www.yr.no/stad/Noreg/Akershus/Ski/Kråkstad/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ski/Kråkstad/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ski/Kråkstad/varsel.xml
213	Langhus	50	Ski	Akershus	http://www.yr.no/stad/Noreg/Akershus/Ski/Langhus/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ski/Langhus/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ski/Langhus/varsel.xml
213	Siggerud	50	Ski	Akershus	http://www.yr.no/stad/Noreg/Akershus/Ski/Siggerud/varsel.xml	http://www.yr.no/sted/Norge/Akershus/Ski/Siggerud/varsel.xml	http://www.yr.no/place/Norway/Akershus/Ski/Siggerud/varsel.xml
